RECHTSTRÄGER;QUARTAL;BEKANNTGABE;LEERMELDUNG;MEDIUM_MEDIENINHABER;EURO
Agrarmarkt Austria Marketing GesmbH;20124;2;0;INFOSCREEN AUSTRIA / GESELLSCHAFT MBH;110678,07
Agrarmarkt Austria Marketing GesmbH;20124;2;0;HEUTE / WIEN+NÖ+OÖ+ NORD BGLD;50361,48
Agrarmarkt Austria Marketing GesmbH;20124;2;0;GUSTO;13497,57
Agrarmarkt Austria Marketing GesmbH;20124;4;1;;
AgroFreight Spedition GmbH;20124;2;1;;
AgroFreight Spedition GmbH;20124;4;1;;
AIRPORT PARKING GRAZ GmbH;20124;2;1;;
AIRPORT PARKING GRAZ GmbH;20124;4;1;;
AIT Austrian Institute of Technology GmbH;20124;2;0;Tomorrow Today Kundenmagazin AIT 12/2012 deutsch;22752
AIT Austrian Institute of Technology GmbH;20124;2;0;Tomorrow Today Kundenmagazin AIT 10/2012 english;8830
AIT Austrian Institute of Technology GmbH;20124;2;0;Der Standard (Beilage Karrierestandards);9950
AIT Austrian Institute of Technology GmbH;20124;2;0;Tomorrow Today Kundenmagazin AIT 10/2012 english;8830
AIT Austrian Institute of Technology GmbH;20124;2;0;Der Standard (Medienkooperation 2012 aliquot);7875
AIT Austrian Institute of Technology GmbH;20124;2;0;Tomorrow Today Kundenmagazin AIT 10/2012 deutsch;22752
AIT Austrian Institute of Technology GmbH;20124;4;1;;
Akademie der bildenden Künste Wien;20124;2;0;Heymann;7016,1
Akademie der bildenden Künste Wien;20124;2;0;Der Standard;8424,24
Akademie der bildenden Künste Wien;20124;4;1;;
Akademie- Gebäude- Errichtungs- und Instandhaltungs-GmbH;20124;2;1;;
Akademie- Gebäude- Errichtungs- und Instandhaltungs-GmbH;20124;4;1;;
AKh Allgemeines Krankenhaus der Stadt Linz GmbH;20124;2;0;OÖ. Kronenzeitung, Mediaprint Ges.m.b.H. & Co.KG.;10383,45
AKh Allgemeines Krankenhaus der Stadt Linz GmbH;20124;2;0;OÖ. Nachrichten, Wimmer Medien GmbH & Co.KG.;6741
AKh Allgemeines Krankenhaus der Stadt Linz GmbH;20124;4;1;;
AKh Linz - LFKK Kooperationsgesellschaft mbH;20124;2;1;;
AKh Linz - LFKK Kooperationsgesellschaft mbH;20124;4;1;;
Aktiengesellschaft der Wiener Lokalbahnen;20124;2;1;;
Aktiengesellschaft der Wiener Lokalbahnen;20124;4;1;;
ALARIS Grundstückvermietungs Gesellschaft m.b.H.;20124;2;1;;
ALARIS Grundstückvermietungs Gesellschaft m.b.H.;20124;4;1;;
Albert und Angelica Schlips'sche Stiftung ;20124;2;1;;
Albert und Angelica Schlips'sche Stiftung ;20124;4;1;;
Albertina;20124;2;0;Vienna Deluxe Magazine GmbH;17801,84
Albertina;20124;2;0;Wien-Programm;5197,5
Albertina;20124;2;0;Wiener Zeitung GmbH;16151,67
Albertina;20124;2;0;Österreichischer Rundfunk - ORF;85500
Albertina;20124;2;0;schau media Wien GmbH;9105,68
Albertina;20124;2;0;Der Standard;23407,1
Albertina;20124;2;0;Falter;6129,91
Albertina;20124;2;0;Die Presse;29117,44
Albertina;20124;4;1;;
Allgemeine Armenstiftung für Niederösterreich;20124;2;1;;
Allgemeine Armenstiftung für Niederösterreich;20124;4;1;;
Allgemeine Hochschul-Stipendien Stiftung für Hörer der Universität Innsbruck;20124;2;1;;
Allgemeine Hochschul-Stipendien Stiftung für Hörer der Universität Innsbruck;20124;4;1;;
Allgemeine Privatstiftung für berufliche Bildung;20124;2;1;;
Allgemeine Privatstiftung für berufliche Bildung;20124;4;1;;
Allgemeine Stipendienstiftung Niederösterreich;20124;2;1;;
Allgemeine Stipendienstiftung Niederösterreich;20124;4;1;;
Allgemeine Unfallversicherungsanstalt;20124;2;0;NÖN;20000
Allgemeine Unfallversicherungsanstalt;20124;2;0;Kleines Volk;5278,8
Allgemeine Unfallversicherungsanstalt;20124;2;0;Kronen Zeitung;5836,65
Allgemeine Unfallversicherungsanstalt;20124;2;0;ORF Kärnten;7000
Allgemeine Unfallversicherungsanstalt;20124;2;0;ORF Steiermark;18460
Allgemeine Unfallversicherungsanstalt;20124;2;0;Life Radio;6858
Allgemeine Unfallversicherungsanstalt;20124;4;1;;
Allgemeine Wiener Mittelschulstipendien-Stiftung;20124;2;1;;
Allgemeine Wiener Mittelschulstipendien-Stiftung;20124;4;1;;
Allgemeiner Entschädigungsfonds für Opfer des Nationalsozialismus;20124;2;1;;
Allgemeiner Entschädigungsfonds für Opfer des Nationalsozialismus;20124;4;1;;
ALLPLAN Gesellschaft m.b.H.;20124;2;1;;
ALLPLAN Gesellschaft m.b.H.;20124;4;1;;
Almenland Energie GmbH;20124;2;1;;
Almenland Energie GmbH;20124;4;1;;
Aloisia Huebmer'sche Stiftung für bedürftige Kranke des Allgemeinen Krankenhauses der Stadt Wien;20124;2;1;;
Aloisia Huebmer'sche Stiftung für bedürftige Kranke des Allgemeinen Krankenhauses der Stadt Wien;20124;4;1;;
ALPE ADRIA BETEILIGUNGS GMBH;20124;2;1;;
ALPE ADRIA BETEILIGUNGS GMBH;20124;4;1;;
Alpe Adria Venture Fund GmbH & Co KG;20124;2;1;;
Alpe Adria Venture Fund GmbH & Co KG;20124;4;1;;
ALPE-ADRIA GASTRONOMIE GMBH;20124;2;1;;
ALPE-ADRIA GASTRONOMIE GMBH;20124;4;1;;
Alpen Immobilieninvest AG;20124;2;1;;
Alpen Immobilieninvest AG;20124;4;1;;
Alpen-Adria-Universität Klagenfurt;20124;2;0;Kleine Zeitung;26091,75
Alpen-Adria-Universität Klagenfurt;20124;4;1;;
Alpenerlebnisbad VAL BLU GmbH;20124;2;1;;
Alpenerlebnisbad VAL BLU GmbH;20124;4;1;;
alpS GmbH;20124;2;1;;
alpS GmbH;20124;4;1;;
Altenheimverband Vorderes Zillertal;20124;2;1;;
Altenheimverband Vorderes Zillertal;20124;4;1;;
Alternativregion Südsteiermark;20124;2;1;;
Alternativregion Südsteiermark;20124;4;1;;
Altersheimverband Natters Mutters;20124;2;1;;
Altersheimverband Natters Mutters;20124;4;1;;
Altersheimverband Westliches Mittelgebirge;20124;2;1;;
Altersheimverband Westliches Mittelgebirge;20124;4;1;;
Altstoffsammelzentrum Oberes Pölstal;20124;2;1;;
Altstoffsammelzentrum Oberes Pölstal;20124;4;1;;
Altstoffsammelzentrum Wolfsberg, Hainsdorf, Breitenfeld;20124;2;1;;
Altstoffsammelzentrum Wolfsberg, Hainsdorf, Breitenfeld;20124;4;1;;
Am Hafen Garagenerrichtungs- und Betriebs GmbH;20124;2;1;;
Am Hafen Garagenerrichtungs- und Betriebs GmbH;20124;4;1;;
Am Hafen Garagenerrichtungs- und Betriebs GmbH & Co KG;20124;2;1;;
Am Hafen Garagenerrichtungs- und Betriebs GmbH & Co KG;20124;4;1;;
AMB Ausstellungsservice u. Messebau GmbH;20124;2;1;;
AMB Ausstellungsservice u. Messebau GmbH;20124;4;1;;
Amstettner Immobilienverwaltung GmbH & Co KG;20124;2;1;;
Amstettner Immobilienverwaltung GmbH & Co KG;20124;4;1;;
Amstettner Schulinfrastrukturentwicklung GmbH & Co KG;20124;2;1;;
Amstettner Schulinfrastrukturentwicklung GmbH & Co KG;20124;4;1;;
Amstettner Veranstaltungsbetriebe Gesellschaft m.b.H.;20124;2;1;;
Amstettner Veranstaltungsbetriebe Gesellschaft m.b.H.;20124;4;1;;
Amt der Landeshauptstadt Bregenz;20124;2;0;Bregenzer Blättle;17472
Amt der Landeshauptstadt Bregenz;20124;4;1;;
Amt der Stadt Bludenz;20124;2;1;;
Amt der Stadt Bludenz;20124;4;1;;
Amt der Stadt Dornbirn;20124;2;1;;
Amt der Stadt Dornbirn;20124;4;1;;
Amt der Stadt Feldkirch;20124;2;0;Feldkircher Anzeiger;15413,26
Amt der Stadt Feldkirch;20124;4;1;;
Ananke Handels- und Beteiligungs GmbH;20124;2;1;;
Ananke Handels- und Beteiligungs GmbH;20124;4;1;;
Andreas Sehr Stiftung ;20124;2;1;;
Andreas Sehr Stiftung ;20124;4;1;;
Angela Schlossbauer-Wohltätigkeitsstiftung;20124;2;1;;
Angela Schlossbauer-Wohltätigkeitsstiftung;20124;4;1;;
Ankünder GmbH;20124;2;1;;
Ankünder GmbH;20124;4;1;;
Annaberger Liftbetriebs- Gesellschaft m.b.H.;20124;2;1;;
Annaberger Liftbetriebs- Gesellschaft m.b.H.;20124;4;1;;
Anschützgasse Entwicklungs-GmbH;20124;2;1;;
Anschützgasse Entwicklungs-GmbH;20124;4;1;;
Anton Bruckner Privatuniversität für Musik, Schauspiel und Tanz;20124;2;1;;
Anton Bruckner Privatuniversität für Musik, Schauspiel und Tanz;20124;4;1;;
Anton Proksch-Institut - Stiftung Genesungsheim Kalksburg;20124;2;1;;
Anton Proksch-Institut - Stiftung Genesungsheim Kalksburg;20124;4;1;;
Anzengrubergasse Errichtungs- und Verwertungs GmbH;20124;2;1;;
Anzengrubergasse Errichtungs- und Verwertungs GmbH;20124;4;1;;
A.ö. Krankenhaus der Elisabethinen Klagenfurt GmbH;20124;2;1;;
A.ö. Krankenhaus der Elisabethinen Klagenfurt GmbH;20124;4;1;;
A.Ö. Krankenhaus St. Josef Braunau GmbH;20124;2;1;;
A.Ö. Krankenhaus St. Josef Braunau GmbH;20124;4;1;;
AQUA.NET Wasser- und Freizeitanlagen Steiermark GmbH;20124;2;1;;
AQUA.NET Wasser- und Freizeitanlagen Steiermark GmbH;20124;4;1;;
aquasilva Wasserversorgungs- und Abwasserentsorgungsbetriebs GmbH;20124;2;1;;
aquasilva Wasserversorgungs- und Abwasserentsorgungsbetriebs GmbH;20124;4;1;;
ARAB-Abwasserreinigungsanlagen Betreiber GmbH;20124;2;1;;
ARAB-Abwasserreinigungsanlagen Betreiber GmbH;20124;4;1;;
Arbeitsmarktservice;20124;2;0;typischich.at;5095,57
Arbeitsmarktservice;20124;2;0;Tiroler Tageszeitung;5050
Arbeitsmarktservice;20124;2;0;Tips Kombi;12437
Arbeitsmarktservice;20124;2;0;Steirische Wirtschaft;7125
Arbeitsmarktservice;20124;2;0;Skip;6332,67
Arbeitsmarktservice;20124;2;0;Salzburger Nachrichten;7909,5
Arbeitsmarktservice;20124;2;0;Radio Steiermark;5108,4
Arbeitsmarktservice;20124;2;0;Puls 4;8632,45
Arbeitsmarktservice;20124;2;0;Pro Sieben Austria;9785,61
Arbeitsmarktservice;20124;2;0;Österreich;31738,56
Arbeitsmarktservice;20124;2;0;ORFeins;5355
Arbeitsmarktservice;20124;2;0;ORF 2;86107,5
Arbeitsmarktservice;20124;2;0;OÖNachrichten;12340,99
Arbeitsmarktservice;20124;2;0;NÖN;33769,5
Arbeitsmarktservice;20124;2;0;msn.at;5400,9
Arbeitsmarktservice;20124;2;0;Kurier;15643,8
Arbeitsmarktservice;20124;2;0;Kronen Zeitung;36383,28
Arbeitsmarktservice;20124;2;0;Kosmo;7425
Arbeitsmarktservice;20124;2;0;Kleine Zeitung;18480,28
Arbeitsmarktservice;20124;2;0;Infoscreen;22842,29
Arbeitsmarktservice;20124;2;0;Heute;47960,06
Arbeitsmarktservice;20124;2;0;gmx.at;5843,75
Arbeitsmarktservice;20124;2;0;GEWINN;6455,75
Arbeitsmarktservice;20124;2;0;Echo;5347,7
Arbeitsmarktservice;20124;2;0;Die Presse;25803,44
Arbeitsmarktservice;20124;2;0;derStandard.at;8639,03
Arbeitsmarktservice;20124;2;0;Der Standard;28026,38
Arbeitsmarktservice;20124;2;0;CityPan;8754
Arbeitsmarktservice;20124;2;0;bz - Wiener Bezirkszeitung;11910,74
Arbeitsmarktservice;20124;2;0;Business Monat;5200
Arbeitsmarktservice;20124;2;0;Bezirksrundschau Oberösterreich;11567,15
Arbeitsmarktservice;20124;2;0;Bezirksblätter Salzburg (inkl. Stadtblatt);6379,9
Arbeitsmarktservice;20124;2;0;ATV Privat TV;16359,42
Arbeitsmarktservice;20124;2;0;Antenne Steiermark;10000
Arbeitsmarktservice;20124;2;0;ChannelM (McDonalds Screens);14790
Arbeitsmarktservice;20124;2;0;a3ECO;5372
Arbeitsmarktservice;20124;2;0;Xpress;5000,03
Arbeitsmarktservice;20124;2;0;Woman;23176,25
Arbeitsmarktservice;20124;2;0;Woche Steiermark;14400
Arbeitsmarktservice;20124;2;0;WirtschaftsBlatt;7106
Arbeitsmarktservice;20124;2;0;Weekend Magazin Steiermark;6413,8
Arbeitsmarktservice;20124;2;0;VOR Magazin;6367,35
Arbeitsmarktservice;20124;4;1;;
Arbeitsstiftung Burgenland GmbH;20124;2;1;;
Arbeitsstiftung Burgenland GmbH;20124;4;1;;
Archäologische Kulturpark Niederösterreich Betriebsgesellschaft m.b.H.;20124;2;1;;
Archäologische Kulturpark Niederösterreich Betriebsgesellschaft m.b.H.;20124;4;1;;
AREA m styria GmbH;20124;2;1;;
AREA m styria GmbH;20124;4;1;;
ARGE ELAK GmbH & Co OG;20124;2;1;;
ARGE ELAK GmbH & Co OG;20124;4;1;;
ARGUS Hollabrunn GesnbR;20124;2;1;;
ARGUS Hollabrunn GesnbR;20124;4;1;;
Arnold Schönberg Center Privatstiftung;20124;2;1;;
Arnold Schönberg Center Privatstiftung;20124;4;1;;
Ars Electronica Linz GmbH;20124;2;1;;
Ars Electronica Linz GmbH;20124;4;1;;
ART FOR ART Kreativ-Werkstätten GmbH;20124;2;1;;
ART FOR ART Kreativ-Werkstätten GmbH;20124;4;1;;
Art for Art Theaterservice GmbH;20124;2;0;Die Presse;39000
Art for Art Theaterservice GmbH;20124;4;1;;
ARZ Hypo-Holding GmbH;20124;2;1;;
ARZ Hypo-Holding GmbH;20124;4;1;;
Ärztekammer für Burgenland;20124;2;0;BVZ;11499,4
Ärztekammer für Burgenland;20124;4;1;;
Ärztekammer für Kärnten;20124;2;1;;
Ärztekammer für Kärnten;20124;4;1;;
Ärztekammer für Niederösterreich;20124;2;1;;
Ärztekammer für Niederösterreich;20124;4;1;;
Ärztekammer für Oberösterreich;20124;2;0;Bezirksrundschau Oberösterreich (inkl Stadtrundschau);16895,64
Ärztekammer für Oberösterreich;20124;2;0;LT1;8900
Ärztekammer für Oberösterreich;20124;2;0;OÖNachrichten;13578
Ärztekammer für Oberösterreich;20124;2;0;Heute;6527,62
Ärztekammer für Oberösterreich;20124;2;0;Kronenzeitung;7950
Ärztekammer für Oberösterreich;20124;2;0;Österreich;7218
Ärztekammer für Oberösterreich;20124;4;0;OÖNachrichten;6336
Ärztekammer für Salzburg;20124;2;0;Salzburger Nachrichten;6868,26
Ärztekammer für Salzburg;20124;2;0;Salzburger Nachrichten;5600
Ärztekammer für Salzburg;20124;4;1;;
Ärztekammer für Tirol;20124;2;1;;
Ärztekammer für Tirol;20124;4;1;;
Ärztekammer für Vorarlberg;20124;2;0;Russmedia Verlag GmbH;26700,75
Ärztekammer für Vorarlberg;20124;4;1;;
Ärztekammer für Wien;20124;2;0;Heute;19329,66
Ärztekammer für Wien;20124;2;0;Falter;6180,3
Ärztekammer für Wien;20124;2;0;Die Presse;21164,98
Ärztekammer für Wien;20124;2;0;Kronen Zeitung;25397,32
Ärztekammer für Wien;20124;2;0;Standard;22721,21
Ärztekammer für Wien;20124;2;0;Kurier;24948
Ärztekammer für Wien;20124;2;0;Österreich;13810,86
Ärztekammer für Wien;20124;4;1;;
Ärztekammer Steiermark;20124;2;0;Kleine Zeitung;8415
Ärztekammer Steiermark;20124;4;1;;
ASAK Beteiligungs GmbH;20124;2;1;;
ASAK Beteiligungs GmbH;20124;4;1;;
ASAK Kabelmedien GmbH;20124;2;1;;
ASAK Kabelmedien GmbH;20124;4;1;;
ASFINAG Alpenstraßen GmbH;20124;2;1;;
ASFINAG Alpenstraßen GmbH;20124;4;1;;
ASFINAG Bau Management GmbH;20124;2;1;;
ASFINAG Bau Management GmbH;20124;4;1;;
ASFINAG European Toll Service GmbH;20124;2;1;;
ASFINAG European Toll Service GmbH;20124;4;1;;
ASFINAG International GmbH;20124;2;1;;
ASFINAG International GmbH;20124;4;1;;
ASFINAG Maut Service GmbH;20124;2;1;;
ASFINAG Maut Service GmbH;20124;4;1;;
ASFINAG Service GmbH;20124;2;1;;
ASFINAG Service GmbH;20124;4;1;;
Ashta Beteiligungsverwaltung GmbH;20124;2;1;;
Ashta Beteiligungsverwaltung GmbH;20124;4;1;;
Asia Spa Leoben BetriebsgmbH;20124;2;1;;
Asia Spa Leoben BetriebsgmbH;20124;4;1;;
ASPG-Altlastensanierungs- projekte GmbH;20124;2;1;;
ASPG-Altlastensanierungs- projekte GmbH;20124;4;1;;
ATM Umwelttechnik GmbH;20124;2;1;;
ATM Umwelttechnik GmbH;20124;4;1;;
ATZ Besitz- und VerwaltungsGmbH;20124;2;1;;
ATZ Besitz- und VerwaltungsGmbH;20124;4;1;;
AUCEN - Netzwerk für Universitäre Weiterbildung und Personalentwicklung in Österreich;20124;2;1;;
AUCEN - Netzwerk für Universitäre Weiterbildung und Personalentwicklung in Österreich;20124;4;1;;
auftrag.at ausschreibungsservice GmbH;20124;2;1;;
auftrag.at ausschreibungsservice GmbH;20124;4;1;;
August Herzmansky'sche Stiftung für behinderte Menschen in betreuten Unterkünften ;20124;2;1;;
August Herzmansky'sche Stiftung für behinderte Menschen in betreuten Unterkünften ;20124;4;1;;
AUL Abfallumladelogistik Austria GmbH;20124;2;1;;
AUL Abfallumladelogistik Austria GmbH;20124;4;1;;
Ausgleichstaxfonds;20124;2;0;netdoktor.at;8152,28
Ausgleichstaxfonds;20124;2;0;Wiener Bezirksblatt;6018,42
Ausgleichstaxfonds;20124;2;0;Der Standard;9633
Ausgleichstaxfonds;20124;2;0;Bezirksblätter Salzburg;12745,73
Ausgleichstaxfonds;20124;2;0;Heute;37270,89
Ausgleichstaxfonds;20124;2;0;Kronen Zeitung;73403,34
Ausgleichstaxfonds;20124;2;0;Kleine Zeitung;25293,86
Ausgleichstaxfonds;20124;2;0;Kurier;31286,61
Ausgleichstaxfonds;20124;2;0;OÖ Nachrichten;37662,2
Ausgleichstaxfonds;20124;2;0;Österreich;38118,27
Ausgleichstaxfonds;20124;2;0;Salzburger Nachrichten;39392,52
Ausgleichstaxfonds;20124;2;0;Tips Oberösterreich;37782,28
Ausgleichstaxfonds;20124;2;0;nachrichten.at;26364,75
Ausgleichstaxfonds;20124;2;0;tt.com;28314,29
Ausgleichstaxfonds;20124;2;0;salzburg.com;25345,7
Ausgleichstaxfonds;20124;2;0;Tiroler Tageszeitung;51799,92
Ausgleichstaxfonds;20124;2;0;gesund.co.at;9792,97
Ausgleichstaxfonds;20124;2;0;oe24.at;18715,3
Ausgleichstaxfonds;20124;2;0;kleinezeitung.at;15982,91
Ausgleichstaxfonds;20124;2;0;krone.at;13295,51
Ausgleichstaxfonds;20124;2;0;kurier.at;15675,01
Ausgleichstaxfonds;20124;2;0;a3eco;6400
Ausgleichstaxfonds;20124;2;0;Vorarlberger Nachrichten;12714,29
Ausgleichstaxfonds;20124;2;0;Salzburger Fenster;11593,19
Ausgleichstaxfonds;20124;2;0;Woche Steiermark;21078,15
Ausgleichstaxfonds;20124;2;0;Bezirksblatt Tirol;14847,24
Ausgleichstaxfonds;20124;2;0;NÖN;25560,57
Ausgleichstaxfonds;20124;2;0;Bezirksrundschau OÖ;21618,52
Ausgleichstaxfonds;20124;4;1;;
Auslandsösterreicher-Fonds (AÖF);20124;2;1;;
Auslandsösterreicher-Fonds (AÖF);20124;4;1;;
AUSTRIA FILM UND VIDEO GMBH;20124;2;1;;
AUSTRIA FILM UND VIDEO GMBH;20124;4;1;;
Austria Wirtschaftsservice Gesellschaft mit beschränkter Haftung;20124;2;0;Device Med;6750
Austria Wirtschaftsservice Gesellschaft mit beschränkter Haftung;20124;2;0;European Biotechnology News;6000
Austria Wirtschaftsservice Gesellschaft mit beschränkter Haftung;20124;4;1;;
austria.info Marketing GmbH;20124;2;1;;
austria.info Marketing GmbH;20124;4;1;;
Austrian Automotive Association Service GmbH;20124;2;1;;
Austrian Automotive Association Service GmbH;20124;4;1;;
Austrian Biomass Power GmbH;20124;2;1;;
Austrian Biomass Power GmbH;20124;4;1;;
Austrian Business Agency österreichische Industrieansiedlungs- und WirtschaftswerbungsgmbH;20124;2;0;Nature Biotechnology;9066,78
Austrian Business Agency österreichische Industrieansiedlungs- und WirtschaftswerbungsgmbH;20124;2;0;Handelsblatt;46240
Austrian Business Agency österreichische Industrieansiedlungs- und WirtschaftswerbungsgmbH;20124;2;0;Il Sole 24 Ore;11135
Austrian Business Agency österreichische Industrieansiedlungs- und WirtschaftswerbungsgmbH;20124;2;0;Wirtschaftswoche;114181
Austrian Business Agency österreichische Industrieansiedlungs- und WirtschaftswerbungsgmbH;20124;4;1;;
Austrian Development Agency;20124;2;1;;
Austrian Development Agency;20124;4;1;;
Austrian Power Grid AG;20124;2;0;Salzburger Fenster;9662,8
Austrian Power Grid AG;20124;2;0;Kronen Zeitung;25041,8
Austrian Power Grid AG;20124;2;0;Der Standard;13748,29
Austrian Power Grid AG;20124;2;0;Salzburger Nachrichten;26006,67
Austrian Power Grid AG;20124;2;0;Heute;8548,62
Austrian Power Grid AG;20124;2;0;Österreich;15641,69
Austrian Power Grid AG;20124;4;1;;
Austrian Rail Construction & Consulting GmbH;20124;2;1;;
Austrian Rail Construction & Consulting GmbH;20124;4;1;;
Austrian Rail Construction & Consulting GmbH & Co KG;20124;2;1;;
Austrian Rail Construction & Consulting GmbH & Co KG;20124;4;1;;
AustriaTech - Ges. des Bundes für technologiepolitische Maßnahmen GmbH;20124;2;0;Futurezone;9000
AustriaTech - Ges. des Bundes für technologiepolitische Maßnahmen GmbH;20124;2;0;NEWS;22690
AustriaTech - Ges. des Bundes für technologiepolitische Maßnahmen GmbH;20124;4;1;;
Austro Control GmbH international;20124;2;1;;
Austro Control GmbH international;20124;4;1;;
Austro Control Österreichische Ges. für Zivilluftfahrt mit beschränkter Haftung;20124;2;0;Sky Revue;5060
Austro Control Österreichische Ges. für Zivilluftfahrt mit beschränkter Haftung;20124;4;1;;
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;auto touring;94500
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;derstandard.at GmbH;5352,45
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Kronehit;5017,14
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Hitradio Ö3;26017,71
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Krone Multimedia GmbH & Co KG;14176,98
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Freie Fahrt;44280
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Verkehr;10013
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;bz - Wiener Bezirkszeitung;11655,99
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Das Wiener Bezirksblatt (alle Bezirke);10000
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Vorarlberger Nachrichten;27123,54
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;tv-media;20017,5
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Tiroler Tageszeitung;26938,85
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Der Standard;37310,79
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Salzburger Nachrichten;30548,92
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Die Presse;26100,02
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Österreich;137010,12
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;OÖNachrichten;51131,89
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;NÖN;20348,12
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;NEWS;20259,74
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Kurier;15860,29
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Kronen Zeitung;141413,64
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Krone bunt;25791,72
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Kleine Zeitung;94594,62
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Heute;133682,36
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Die Ganze Woche;17365,5
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;news networld Internetservice AG;17399,58
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;2;0;Media Digital GmbH;5131,02
Autobahnen- und Schnellstraßen-Finanzierungs- Aktiengesellschaft;20124;4;1;;
Autopark Grundverwertungs GmbH;20124;2;1;;
Autopark Grundverwertungs GmbH;20124;4;1;;
AU-VISION Entwicklungsgesellschaft m.b.H.;20124;2;1;;
AU-VISION Entwicklungsgesellschaft m.b.H.;20124;4;1;;
AVE Energie AG Oberösterreich Umwelt GmbH;20124;2;0;Österreichischer Rundfunk - ORF;12000
AVE Energie AG Oberösterreich Umwelt GmbH;20124;4;1;;
AVE Kommunalservice GmbH;20124;2;1;;
AVE Kommunalservice GmbH;20124;4;1;;
AVE Österreich GmbH;20124;2;0;Eurokommunal;6900
AVE Österreich GmbH;20124;4;1;;
AVE Tierkörperverwertungs GmbH;20124;2;1;;
AVE Tierkörperverwertungs GmbH;20124;4;1;;
Aventin Grundstückverwaltungs Gesellschaft m.b.H.;20124;2;1;;
Aventin Grundstückverwaltungs Gesellschaft m.b.H.;20124;4;1;;
aws Mittelstandsfonds Beteiligungs GmbH & Co KG;20124;2;1;;
aws Mittelstandsfonds Beteiligungs GmbH & Co KG;20124;4;1;;
aws Mittelstandsfonds Management GmbH;20124;2;1;;
aws Mittelstandsfonds Management GmbH;20124;4;1;;
aws Venture Beteiligungen GmbH;20124;2;1;;
aws Venture Beteiligungen GmbH;20124;4;1;;
